lnwage,educ
5.698319,12
6.2540212,14
6.2417369,13
5.4418349,16
6.047781,12
5.830359,13
6.6943002,16
6.0724678,15
6.1137252,13
6.1675568,12
6.7872548,14
6.7178278,20
6.0682678,5
5.7168379,9
6.6288748,20
5.9738998,13
6.0154529,12
5.8326149,9
6.567565,18
6.5942292,16
5.8471608,12
5.9844689,20
5.723145,12
6.092658,12
5.9116821,7
6.3101001,14
6.3906598,14
6.9639359,14
5.4961429,9
6.7028341,14
6.0922232,13
6.047781,12
6.3578758,12
6.4270802,12
5.8471608,12
5.280097,12
6.047781,12
6.1516471,18
5.8863821,8
5.927259,11
6.4224038,13
6.1755872,16
6.4161282,12
5.9524941,12
6.0875158,8
6.5942292,14
6.2016401,15
5.9168758,7
6.4892449,19
5.117661,7
6.3578758,18
6.2888951,12
6.512002,17
6.1116409,18
6.5292602,13
5.790019,12
5.8189979,8
6.4771652,18
6.7895889,13
6.2917471,16
5.9524941,13
6.5839138,14
6.347827,16
6.512002,12
6.1755872,12
6.3972631,18
6.512002,14
6.0922232,12
6.6455159,15
6.1735859,16
5.790019,16
6.3578758,12
6.177547,12
6.2213159,13
6.4412842,19
6.6702061,18
6.077333,10
6.9314151,16
6.4379182,18
6.3906598,17
6.172483,19
5.790019,16
2.936734,16
6.5965948,18
6.1755872,15
6.5401688,18
6.1755872,13
6.0702491,12
6.1347742,14
7.0509391,16
6.574029,14
6.3578758,17
6.3236351,16
6.5401688,12
6.7852621,20
6.3906598,18
6.0604248,18
6.5177002,20
6.4731188,17
7.0901599,20
6.5942292,15
5.5959258,12
6.2766829,15
6.3578758,16
6.1755872,12
6.3877792,18
6.601366,19
6.1667361,18
6.2043629,8
6.0671992,9
4.7883248,18
6.4815478,16
5.4418349,12
6.8884349,16
6.9639359,14
5.9223318,10
5.8095598,15
6.402523,16
6.5539608,20
6.4224038,10
6.6460161,12
6.097858,12
7.2415452,16
6.3970962,16
5.3548608,9
5.299983,10
5.95748,12
6.1356068,17
5.9524941,12
6.5097141,20
5.8799419,14
5.8471608,12
6.7178278,13
5.2989421,9
6.2888951,16
5.8097682,10
6.2981901,17
6.3906598,12
6.1347742,16
5.075799,15
6.7632852,14
6.3246689,20
6.9639359,20
5.9524941,20
4.749104,16
5.936368,14
6.25599,19
5.375545,18
5.8745532,12
6.1739941,11
5.7870741,7
6.2810078,20
5.729413,14
5.793541,16
5.6648951,12
6.437952,12
5.6167712,12
6.6202011,14
5.6648951,12
5.729413,14
6.2767811,17
6.6354671,19
6.3578758,13
6.2525339,12
6.0012722,18
6.3034291,16
6.2147999,20
5.6355038,12
5.8890381,15
5.5959258,12
5.9524941,16
6.3410711,10
4.829083,12
6.085681,16
6.2820868,20
4.6134691,15
5.8745532,20
5.878469,13
6.1347742,16
6.3578758,16
6.145134,9
6.512002,16
6.3578758,13
5.0458422,19
4.9031358,8
6.172266,12
4.6618662,12
6.3239799,14
6.6455159,16
5.8858371,16
6.3135829,14
5.9012141,14
6.437952,10
3.691376,10
7.2332468,14
5.9524941,12
6.4483042,11
6.8686352,14
6.2525339,14
6.512002,20
5.9524941,16
6.1755872,16
6.3578758,20
6.643013,18
5.8770938,13
5.5959258,13
6.1755872,14
5.978323,15
7.2740002,16
6.559865,12
5.2988729,17
5.97718,8
5.5219612,12
5.790019,12
6.024797,16
6.0622191,12
3.8340609,16
5.9012141,12
6.2147999,18
5.4418349,12
5.7554922,16
5.2187948,12
5.9524941,9
5.6648951,12
5.7540979,10
3.2676661,7
5.2993169,14
5.9524941,18
5.8901019,13
6.0012722,16
6.511776,12
5.0365782,13
6.0012722,19
6.8686352,14
5.4142852,15
6.0012722,12
6.1349821,13
5.2989421,9
3.552597,8
6.020113,8
4.5669489,12
6.0523829,12
5.8471608,16
6.3239799,12
5.9524941,14
6.047781,14
6.2491951,20
5.8269639,12
6.024797,12
6.2888951,20
5.4906049,17
5.7041159,14
5.790019,15
5.5218449,9
5.6648951,9
4.9905629,10
5.790019,13
5.0365782,17
5.197753,10
5.8471608,12
6.2525339,13
5.9524941,11
5.7149382,8
5.9670839,9
0.22314361,20
5.5218449,12
5.9322958,12
5.9012141,12
5.1542921,2
6.6455159,12
7.1230989,13
5.5218449,8
5.729413,12
5.8586469,12
5.0547462,14
6.089612,12
5.6648951,20
6.0662422,14
5.799396,13
5.5676842,13
5.540132,12
5.4418349,12
5.5959258,11
5.8471608,16
5.8745532,17
5.6976738,12
5.193512,4
5.0365782,7
5.9524941,11
5.308363,18
5.8471608,12
5.729413,12
5.6310048,18
4.749104,11
5.9524941,12
5.729413,13
6.8686352,17
5.4567451,16
5.5218449,12
2.518007,6
5.2595968,12
5.8471608,10
5.308363,12
5.7041988,12
5.090086,12
5.2595968,12
5.4774642,12
6.3529201,12
5.4418349,12
5.5959258,12
5.6648951,15
6.0432258,16
6.047781,12
6.240613,15
5.8189979,12
6.4224038,16
5.729413,12
6.047781,12
5.2239871,12
7.0256491,12
5.3548608,12
6.827817,14
5.9504919,13
5.8471608,12
6.3971381,10
5.9636512,18
5.9524941,12
6.006022,12
6.2384868,19
6.047781,12
5.2884469,12
6.613647,16
6.1553888,13
6.2147999,8
6.047781,13
5.2595968,11
4.7329249,8
4.6712098,8
5.1542921,12
5.5959258,12
6.1347742,16
5.2312112,12
6.2577038,12
5.8471608,12
5.2987981,12
5.2595968,12
5.9012141,12
5.2595968,10
5.8189979,9
5.4418349,10
6.1755872,16
6.0922232,12
6.2741461,12
5.6648951,12
6.3971682,12
6.4211531,12
6.3874302,16
6.1296401,8
6.0331321,12
6.0834908,12
6.2525339,12
6.1098881,12
6.5942292,15
5.940434,12
5.5959258,11
6.3578758,12
5.8471608,12
6.512002,9
5.6273208,9
5.6446991,7
5.9917049,12
5.9271822,16
5.6648951,12
3.7205169,8
5.7845941,12
6.2720442,10
5.0971661,7
6.1941972,7
5.913763,9
5.3548608,6
5.8471608,9
5.2988172,12
5.5959258,9
6.7417231,16
6.1735859,8
5.2563009,12
6.047781,8
6.1660681,18
6.02107,13
5.2115331,18
5.0559959,14
6.038651,12
6.3578758,13
5.0365782,7
5.733881,9
6.02069,11
6.1533461,12
6.0012722,8
5.9499912,12
5.729413,11
6.0939598,12
5.3524499,11
6.0012722,12
6.827817,15
6.1238742,12
6.047781,12
6.825314,18
6.3834028,10
6.3351221,11
6.567565,0
6.1755872,12
5.935638,12
6.3789811,12
5.5218449,11
5.3940821,9
5.9271822,12
5.2595968,9
6.8029499,11
5.2595968,12
5.0556092,8
4.9031358,6
5.6643629,7
5.9012141,17
5.729413,12
5.5959258,12
5.9322958,12
6.0436831,12
6.2147999,12
5.5138321,12
6.3970962,12
6.047781,16
5.6648951,12
6.0436831,12
6.131444,9
6.0922232,14
6.148016,12
5.7041988,11
6.1577439,17
6.2345991,12
6.312541,18
5.3923149,12
6.3181009,18
5.8471608,12
5.5669489,12
5.3817568,12
5.6844802,12
5.4418349,12
5.6925011,12
6.2147999,12
6.0922232,8
6.3970962,20
6.0285802,16
6.2312002,9
5.1762581,10
6.2154412,7
5.8471608,12
5.8028731,12
6.512002,17
5.5959258,12
5.6030412,19
2.312155,0
5.3992929,6
4.7340031,8
5.1542921,8
6.0870018,17
5.732532,12
5.9917049,14
6.1217761,16
4.9452071,9
5.3548608,10
6.2525339,16
6.512002,19
5.1487241,12
4.9010329,12
4.392786,19
5.8696771,14
6.0012722,12
5.790019,12
5.2595968,11
5.9524941,12
5.3940821,8
5.6648951,12
5.5521388,12
6.3958068,18
6.131444,17
5.9524941,12
5.2595968,7
6.0012722,12
5.9424462,16
5.76298,11
6.7570491,18
4.18014,12
6.3714471,12
5.7858939,11
5.3548608,9
5.4418349,9
5.797051,12
5.5813012,12
5.790019,11
5.5218449,9
6.047781,16
5.6976738,10
6.1855359,12
5.4826398,12
6.1347742,18
5.624434,14
6.0922232,17
5.6065788,10
5.0365782,10
5.729413,12
3.6445439,12
5.9524941,17
5.8471608,14
6.4531708,14
5.5676842,13
6.130599,14
5.7601752,16
5.8571091,12
6.6067848,16
5.6143212,12
5.5287418,12
6.6702061,18
5.8471608,12
5.8582082,13
6.4830189,16
5.8745532,15
5.6673632,9
6.1735859,11
5.6702118,11
6.199748,17
5.9524941,11
5.517221,9
6.2147999,12
5.8155651,12
6.397346,12
6.3101459,11
5.8471608,13
5.5117989,12
5.2109561,19
5.6365051,10
6.0012722,11
5.5959258,8
6.66682,9
4.749104,10
2.273315,17
6.522387,12
5.2187948,9
5.1261368,12
5.8636861,9
6.2708788,12
5.6213059,11
5.8471608,12
6.2525339,20
6.0922232,15
6.038651,18
5.2595968,10
5.4812341,12
5.2987981,10
6.3578758,20
6.1755872,19
5.729413,12
5.7917819,8
5.9012141,11
6.296011,12
6.2888951,12
6.4224038,12
6.7178278,14
5.9524941,12
6.3239799,16
6.3906598,12
6.2565989,12
6.567565,16
6.1347742,15
6.2708788,12
6.5376668,16
5.8471608,10
5.6648951,19
6.3578758,12
6.047781,13
6.1755872,12
6.2148161,12
6.0012722,15
6.6544752,16
6.2326441,16
7.0630322,16
6.0870018,13
6.3912892,17
6.047781,14
6.567565,18
4.8563781,16
5.5595722,12
5.790019,12
5.3548608,12
6.25563,8
5.9524941,12
6.4988918,18
5.729413,12
5.2187948,12
6.0922232,16
6.3578758,15
5.9918809,12
5.7143741,10
6.4979062,13
5.8853021,12
5.5959258,12
6.2888951,20
5.3178372,6
6.2741461,13
5.729413,14
6.3578758,16
5.2595968,10
5.4418349,12
6.2636361,17
5.9801021,12
6.2525339,12
5.6878219,5
5.308363,20
5.308363,15
5.9820452,18
6.0702491,12
6.2558608,12
5.9524941,11
5.668222,17
6.3971381,19
5.9524941,9
5.4418349,11
5.729413,8
6.824482,17
6.1051788,14
5.8011298,12
7.0509391,20
6.3578758,12
5.9907432,13
6.8686352,17
6.1347742,12
5.7784858,14
6.047781,16
6.512002,12
6.3578758,12
6.7632852,16
6.2624822,12
5.8415918,14
6.567565,12
6.2708788,16
6.1707768,12
5.743681,12
5.2689691,8
5.5218449,12
5.6931491,8
5.8309231,12
5.8745532,14
5.790019,13
4.6141052,9
5.6648951,12
5.8189979,10
5.6226978,10
5.790019,14
4.181757,12
5.5218449,8
6.107285,12
5.7181239,13
5.8471608,12
6.6517458,16
6.0427699,14
6.9835582,20
5.9012141,12
6.1755872,18
6.194994,12
5.5865998,12
5.9524941,8
5.8767118,16
5.5117989,10
5.8103919,9
5.7999659,9
4.9720812,12
6.0922232,12
5.3548608,12
5.9815602,14
6.5942292,12
7.0997262,16
5.5966401,11
5.4774642,14
6.5602422,20
5.9524941,12
6.0012722,9
5.5218449,12
6.926898,18
6.2147999,12
5.7601752,12
6.289073,13
5.480238,9
6.774334,18
6.2147999,12
6.4225602,12
6.3239799,12
5.8665791,17
5.4418349,10
5.9012141,14
5.1162229,18
3.2227149,12
5.8132691,12
7.2740002,12
6.0666881,17
5.6648951,12
5.8201399,12
5.9524941,12
5.9524941,12
5.2595968,12
5.84938,14
6.209847,12
6.3578758,12
5.790019,11
5.7297249,13
5.2595968,10
3.8748,12
5.3548608,16
6.0922232,12
5.9524941,12
5.8700619,9
5.8326149,9
4.3191528,16
7.2740002,12
5.7686329,12
6.1755872,12
5.8745532,10
6.6072998,18
5.8189979,12
6.3961282,14
4.9970822,15
5.8964672,12
6.4425769,12
6.3578758,16
3.2435679,7
6.168766,18
6.047781,9
6.1755872,12
6.2147999,12
5.635819,12
5.9012141,12
5.6912041,16
6.2372351,12
5.0365782,12
6.2888951,17
6.8686352,16
7.2740002,17
5.6171212,12
7.0822091,20
5.6310048,14
7.2740002,14
6.4465818,20
6.512002,20
5.6976738,20
6.2147999,17
5.9524941,14
5.2373619,12
6.1655388,13
6.2243681,14
5.0971661,12
5.8449368,19
6.512002,18
5.9524941,19
5.729413,16
6.6455159,20
6.4830189,18
5.2595968,14
5.986887,16
6.0878668,12
5.952744,12
5.9206319,16
5.7601752,12
6.047781,12
5.7449379,12
6.512002,14
5.9524941,13
6.5661912,17
6.2853169,10
5.0365782,10
5.1653352,12
5.647212,9
6.2147999,19
5.9917049,12
6.6455159,12
6.1755872,20
6.3239799,15
5.7775931,15
6.4286332,19
5.9524941,12
6.0012722,13
6.1875138,14
6.0012722,12
1.475907,12
6.567565,20
5.6648951,12
4.838264,12
7.0509391,18
6.4976158,16
6.4652171,12
6.7953959,10
5.5218449,10
5.2988172,14
4.6298628,12
6.3906598,14
6.1755872,12
6.2147999,12
6.2888951,12
6.57939,11
6.214808,12
5.9524941,12
6.2888951,12
6.2888951,16
6.3812628,16
6.5512228,12
5.9524941,13
6.2813678,13
6.1755872,12
5.9524941,12
6.3578758,14
6.1553888,16
5.7534881,12
6.1835542,12
4.6469922,11
5.729413,15
5.9917049,16
6.7852621,19
5.801712,12
5.2595968,14
6.3326688,12
6.59974,19
6.2888951,16
5.9820452,9
7.1657462,16
6.2165208,18
6.3906598,19
4.8941011,14
5.9012141,12
6.3578758,19
6.3578758,12
6.6202402,20
6.4172988,16
6.1347742,12
6.3239799,14
6.2540212,12
6.3809371,16
6.2262712,14
5.981256,12
6.512002,16
6.6455159,16
5.9524941,15
6.9251981,16
6.0340538,13
5.8471608,12
5.9524941,14
6.4224038,12
6.1683631,14
5.6176801,12
5.986887,18
5.9012141,14
6.7002339,14
6.1347742,12
6.3578758,16
6.1347742,12
5.4418349,12
6.3239388,12
6.0764508,13
6.1739941,16
6.1755872,12
7.2740002,16
5.9012141,12
6.2277899,14
6.3578758,16
5.4994431,14
5.8471608,12
6.1755872,14
5.5595722,12
6.1755872,16
5.8297939,11
7.2740002,16
6.827817,15
5.513351,14
5.6648951,14
5.9801021,10
5.997695,14
7.31322,16
6.2288809,20
6.4568,16
6.2525339,12
6.463119,16
5.9322958,12
6.1094608,16
6.5295591,18
5.6648951,12
6.1347742,16
6.7178278,19
6.3239799,12
5.5218449,11
6.512002,14
6.8686352,16
5.6648951,17
6.6847372,18
4.847362,12
6.2876258,10
6.0922232,14
5.8189979,12
6.2147999,13
6.047781,10
5.8863821,12
6.0271192,9
6.0432258,14
5.9524941,12
6.3578758,16
5.704103,16
6.512002,13
6.512002,12
6.1755872,12
6.2888951,12
6.1347742,12
6.2525339,12
5.6648951,11
6.2888951,12
5.7319088,12
7.2740002,16
6.6702061,15
5.7601752,12
5.9194622,12
6.2888951,13
5.9012141,12
6.2949471,14
5.5218449,10
6.3239799,12
5.9524941,10
6.0012722,12
5.684691,19
6.2147999,12
5.2988729,12
6.3352928,14
6.1347742,18
6.1347742,15
6.3578758,17
5.9781551,8
7.2740002,12
6.7774062,16
5.7498221,12
5.9012141,14
6.0012722,14
5.9271932,16
6.7537241,14
3.9516129,12
1.464857,12
6.1755872,17
6.054575,12
6.0012722,12
5.9524941,16
5.747983,14
5.9524941,12
6.6067801,19
6.5250959,10
5.5218449,12
6.2059169,17
6.0922232,14
5.5218449,13
6.047781,20
4.9814248,9
7.0837269,20
5.729413,12
5.9137731,12
6.3483181,12
5.3548608,12
5.7559252,16
6.1663179,14
6.0861192,19
6.9529681,14
6.0671992,16
6.4224038,20
6.047781,12
6.1408849,7
5.0114679,14
6.287333,20
5.1041961,12
6.1347742,16
4.607667,11
5.790019,12
6.8686352,15
5.8863821,14
5.3548608,12
5.9272041,9
6.926898,12
6.047781,12
6.0662899,12
6.163578,18
5.991715,8
6.827817,17
5.4612532,18
6.2147999,15
5.4284172,12
6.0702491,9
5.9524941,12
5.3548608,10
6.1755872,16
5.288372,9
6.3593822,12
5.4818401,8
6.2147999,12
5.790019,11
5.9636512,19
5.6648951,10
5.8471608,14
5.9012141,12
4.857595,12
6.0012722,12
6.0922232,13
6.7328291,16
5.9488182,12
6.0922232,12
6.7198749,20
6.1278238,12
6.0012722,12
5.6648951,15
6.0523829,5
7.1309762,14
6.8686352,18
6.6085968,13
6.5401688,17
5.8471608,12
5.775208,12
6.2888951,16
6.6455159,14
6.1347742,14
5.8880858,12
6.8068719,12
5.2595968,11
6.4224038,16
5.8471608,11
6.1881242,14
4.9204569,13
6.9437351,14
6.3689971,17
6.011539,7
5.5218449,17
6.4224038,19
6.3845129,12
5.9524941,12
7.2926712,16
3.8748,12
5.647212,8
5.3365211,11
6.3578758,12
6.6455159,10
6.2147999,18
6.3971381,12
5.2995672,12
6.0466018,8
5.6002011,8
5.8273692,14
5.729413,16
5.3548608,15
6.36485,12
6.0012722,13
6.0834908,19
6.512002,17
5.3677859,12
5.6648951,14
6.3578758,12
6.2525339,14
5.3548608,12
5.729413,12
4.0960102,12
4.2107019,13
6.1755872,12
6.015923,15
6.3578758,13
6.032537,12
4.9031358,14
3.9516129,18
6.1577439,12
5.9636512,16
6.0702491,16
6.5662131,12
5.8636861,16
7.2740002,16
6.6455159,18
7.2740002,18
7.2740002,16
6.0870018,14
6.7632852,18
6.3578758,16
7.0509391,20
7.2740002,18
6.228549,13
6.6455159,16
6.3906598,16
6.0012722,13
6.7632852,20
5.3548608,8
6.3906598,16
5.0365782,12
6.1368542,12
6.2262712,14
6.145853,16
7.1309762,20
7.0674672,16
6.2147999,16
6.6455159,20
6.2147999,16
6.1795788,13
6.6455159,16
4.8682742,9
6.0012722,16
6.0585761,14
6.1755872,16
6.4224038,16
5.7041159,12
6.8686352,20
6.0012722,20
5.1542921,2
5.2907891,16
6.2262712,12
5.5959258,17
6.3906598,17
6.131444,17
5.6582079,12
6.214808,12
6.6202011,18
5.9524941,12
5.8471608,12
6.0870018,8
6.2136459,15
6.3578758,12
7.150394,16
5.940434,12
6.7442179,17
6.3578758,19
5.8292398,14
6.131444,19
5.8527002,12
4.6064191,12
5.460011,7
5.4156728,8
5.6840382,12
6.5242119,14
5.0112758,10
6.526185,20
5.9012141,12
5.6310048,8
6.0878668,11
5.8241258,8
6.8686352,16
5.729517,8
5.4418349,20
6.2148862,17
5.8453541,20
4.8959718,12
5.7088718,16
6.2043629,20
5.917212,8
5.7952981,7
3.6009941,12
5.8582082,13
5.568418,14
6.0861192,13
6.5942292,17
6.2521629,12
6.6455159,16
6.0012722,12
6.6455159,16
6.5514369,14
6.1895471,16
5.9272041,20
6.8686352,16
6.1755872,18
5.6781359,12
6.3678241,16
6.8344612,20
5.790019,13
5.1957312,12
5.4418349,10
6.3578758,17
5.031569,9
5.6741819,11
5.8471608,12
6.047781,12
5.5314112,15
6.6702061,16
6.8547401,16
6.3578758,12
5.4418349,8
6.3578758,12
5.7418308,13
6.4973259,16
5.6820741,12
5.729413,13
5.3548608,9
6.024797,14
5.883162,12
5.8471608,7
5.7297249,14
6.0922232,8
5.8233418,12
5.8879719,17
6.3971381,18
6.311141,12
6.2147999,16
7.2022171,20
6.3578758,16
7.2740002,16
5.6648951,10
6.4976158,16
7.2740002,15
6.4264569,16
6.3578758,12
6.2888951,15
6.0790968,16
6.5920448,16
6.7632852,16
6.3142018,17
6.1553888,13
5.5959258,12
5.7041159,12
5.4842381,9
6.1755872,12
6.0922232,12
5.2775478,10
5.5032191,6
5.7372169,12
5.6648951,12
3.404397,9
6.134357,17
4.749104,8
5.7601752,6
5.6755018,12
5.3168941,12
5.605917,12
5.7043381,9
5.0114679,9
5.7765589,13
4.092741,18
5.7485962,12
6.3724332,18
5.9137731,14
6.5448799,16
6.3900151,18
5.0189338,4
5.6044579,12
6.827817,20
6.368484,18
5.5632672,12
6.2147999,15
6.164731,12
6.024797,12
5.8471608,13
5.9830151,14
5.2988172,6
5.8292398,12
5.214622,12
5.9271822,11
5.678793,13
6.1961699,12
5.9449668,12
4.151948,12
5.790019,14
5.9524941,16
5.6648951,15
5.480238,17
5.2595968,15
6.2888951,12
5.6814189,12
5.729413,12
6.1095252,10
5.2036319,9
5.0365782,7
5.5079079,7
5.9524941,7
5.3280191,16
6.047781,20
5.8471608,13
6.2917538,12
6.047781,16
6.2147999,12
6.7178278,16
6.2708788,13
5.546154,12
5.8665791,13
5.0114679,14
6.848434,20
5.7485962,12
6.1347742,14
7.2740002,16
5.729413,15
5.8094549,9
6.2327118,19
5.790019,19
6.2525339,12
6.1376858,18
5.5218449,17
6.1755872,12
5.9012141,8
5.9012141,8
5.2595968,14
6.6455159,12
5.9609561,12
6.0012722,12
4.749104,6
5.864778,16
5.8189979,12
5.5063472,15
5.537107,12
6.047781,12
5.7668171,12
6.1992989,12
5.1838579,17
6.1739941,12
6.7632852,17
6.9078512,12
6.512002,13
5.9524941,14
5.8471608,12
5.7046151,17
5.2901111,12
6.0922232,18
6.3578758,16
5.729413,12
5.2595968,13
4.7238789,12
5.5786409,12
5.774611,14
5.308363,12
5.5501871,10
3.2965491,12
6.407927,16
6.1347742,14
5.6648951,8
6.580986,15
6.047781,16
6.7632852,19
6.0733552,16
6.0012722,12
5.729413,14
5.8471608,12
5.9524941,19
4.174387,14
6.1938171,12
5.790019,9
6.1322708,12
4.9031358,5
4.749104,12
6.4224038,12
5.4418349,11
5.8189979,12
6.5748339,12
5.6648951,19
5.3914399,8
5.445991,12
7.0062952,20
6.047781,12
6.3239799,12
5.308363,12
5.7601752,12
5.9987302,19
5.7817521,12
6.1413651,12
5.7028198,12
5.790019,16
6.0012722,12
6.0119171,12
4.9720812,16
6.551259,14
6.0012722,14
6.2514219,12
5.8906341,16
6.4107761,16
6.182363,10
6.1755872,12
3.954843,12
6.9871168,16
5.2394042,12
6.1033478,9
6.1755872,12
5.7041159,12
5.9012141,9
6.3018279,12
5.6976738,12
6.0604248,12
6.150403,12
5.4810562,12
5.8959379,12
5.5412641,12
5.1445832,10
5.1542921,11
5.9358602,15
6.3481669,20
5.7263522,14
6.3996501,12
5.0759549,8
6.047781,12
5.790019,12
6.5159941,14
5.0365782,12
2.0526431,16
6.5942292,12
5.97718,16
6.1755872,12
5.5959258,12
6.0012722,10
5.9122028,12
6.1953859,16
6.4301848,16
5.9917769,11
5.6648951,9
6.4076099,12
6.0012722,12
5.6648951,12
5.7450042,12
6.0189481,8
5.2595968,12
5.852015,12
6.0012722,12
5.0365782,8
6.047781,12
7.2740002,12
6.1755872,17
5.9524941,4
3.691376,12
5.8471608,14
6.3564472,17
6.1755872,12
6.2525339,13
5.878469,12
5.8614979,12
5.7601752,16
5.2595968,12
5.4418349,14
5.3817568,14
5.8292279,12
5.9639249,14
6.4531708,16
6.1185722,12
6.024797,12
5.7225161,12
5.9524941,13
6.1347742,12
6.0878668,12
5.9599638,12
6.5097141,12
5.770422,14
6.8686352,12
6.2888951,11
5.6648951,7
5.6648951,12
6.5401688,14
3.7915919,12
6.1348429,17
6.3119569,12
6.132689,12
5.729413,7
5.3357339,12
6.3548722,12
6.047781,12
6.2147999,13
6.2888951,12
5.729413,12
6.328135,13
6.512002,16
6.8686352,12
6.5179839,12
5.4410009,10
5.3548608,8
6.5231142,18
5.9524941,12
5.8471608,12
5.5566049,12
6.014215,12
6.047781,12
5.6648951,14
5.9524941,12
6.3972068,12
5.2595968,12
5.1542921,12
5.8189979,12
5.6648951,16
5.729413,12
5.602488,12
6.1953859,12
6.1137252,16
6.6455159,12
5.7041159,8
6.214808,12
5.9404998,18
6.2342181,11
5.5959258,12
5.4418349,12
5.7449379,18
6.6202011,18
5.162035,13
5.790019,12
7.2934179,20
7.1687131,16
6.2525339,12
6.3181009,13
5.365706,16
6.3578758,18
5.7449121,13
6.4929681,16
6.1941972,16
5.724318,12
6.0294361,12
5.9524941,13
6.0904832,16
5.7185278,14
5.9419408,9
6.2606468,13
5.6648951,10
6.0922232,10
6.2708788,14
5.8471608,9
5.9926658,12
5.6648951,12
6.3578758,16
4.829083,12
5.8386049,8
5.039073,8
4.7883248,6
4.5009198,16
6.047781,14
3.4453471,12
5.684691,18
6.1755872,10
5.729413,12
6.6565838,12
5.5218449,12
5.7498221,12
5.5959258,12
6.0492988,17
6.5539608,14
5.1542921,10
5.940424,12
6.2525339,12
7.2740002,20
6.3588748,16
7.2045069,13
6.6455159,17
5.8471608,14
6.4771199,20
5.5595722,12
6.3119569,14
5.6759691,15
5.790019,8
5.650125,10
5.5959258,12
6.7293868,18
6.2888951,16
6.9132209,18
5.8488259,7
6.3578758,8
5.4418349,12
6.1679091,10
6.1064658,11
5.9127231,17
6.2888951,12
2.273315,19
5.790019,12
5.7306619,12
6.163578,18
6.047781,12
6.1004481,16
5.782937,15
5.1697192,16
5.7126088,16
5.4418349,16
5.4418349,12
6.0541229,12
2.811486,13
5.9524941,12
5.9012141,14
5.8246951,12
5.9459739,13
5.7716212,12
5.87293,12
6.2525339,10
5.9727812,12
6.0123391,12
5.4096699,12
6.3906598,20
6.0532198,12
5.9579768,12
6.1247249,6
6.081315,19
6.3854861,12
5.8471608,12
6.0012722,16
5.2595968,12
6.0922232,15
5.9524941,12
6.1301808,13
6.1051788,12
6.2540212,10
6.0922232,12
5.8959379,8
6.040493,16
6.214808,12
5.8616409,8
5.9012141,12
6.0922232,16
6.2547531,10
5.790019,12
6.434516,12
6.2024188,12
5.9524941,14
3.7915919,19
6.4531708,9
6.2766829,12
5.6648951,14
6.4773569,11
4.829083,13
6.0922232,12
6.1703839,12
5.6648951,12
5.2595968,10
6.7632852,12
5.4418349,20
5.6781359,12
5.5220861,7
5.8415918,12
6.3747301,16
6.8884349,13
6.1755872,12
6.047781,12
6.1095252,8
6.390408,12
4.6061702,12
6.2525339,12
5.6009121,15
6.313931,17
6.0922232,12
6.6319261,12
6.2849588,10
6.1755872,12
6.0666881,14
5.9524941,9
6.3501811,14
6.573761,12
6.2848339,12
6.0563788,15
6.4224038,16
6.417078,12
6.1347742,11
5.903316,12
6.3578758,18
6.032537,17
6.3578758,12
6.014215,10
6.2190208,16
5.9272041,11
6.0012722,13
5.9971552,13
6.3536301,12
6.4531708,16
7.3334231,20
6.1081791,13
5.011302,12
5.4810562,12
6.1347742,14
5.6648951,12
2.961499,14
6.2888951,16
6.2148352,12
5.4655519,12
5.0365782,18
6.024797,12
5.8292398,12
6.9078588,16
5.8691339,12
6.2136459,16
6.1755872,16
6.3239799,20
5.6648951,8
6.3578758,16
4.8682742,12
5.8046141,9
5.9524941,12
6.2171049,12
6.0612898,9
5.87779,12
5.9012141,12
6.2186379,12
6.1755872,9
5.4418349,12
6.6447659,18
6.269424,8
6.0922232,12
6.235353,9
2.6069541,12
5.8471608,10
5.9122028,17
6.1913161,12
5.8527002,12
6.1124482,19
6.1347742,18
6.6140289,12
6.4224038,20
6.3721051,16
5.6889,12
6.1347742,11
6.5051231,14
6.2243681,13
7.2332468,14
6.7335262,15
5.9215269,18
4.6487708,8
5.6873012,9
6.3578758,20
5.4810562,12
6.075346,10
5.6648951,12
6.1755872,13
5.762898,12
6.4355488,19
5.7043028,8
6.1247249,16
5.328156,12
4.525229,10
5.7418308,17
5.8700619,12
5.8471608,14
5.397553,9
5.790019,8
5.1542921,12
5.4418349,8
4.9031358,19
6.163578,12
3.365304,15
6.7852621,14
6.1786108,12
6.3263898,8
5.9211521,12
5.8194742,17
5.8184271,8
5.9747391,13
5.790019,12
6.9078512,10
6.7408152,20
6.3578758,17
6.328115,12
5.6648951,12
3.9909661,9
6.1755872,11
5.0504971,9
6.1347742,18
6.4652171,12
5.8471608,12
3.2234111,8
6.0878668,12
5.744297,11
6.2473359,12
5.7662148,20
5.9215269,12
6.0012722,8
6.0123391,14
6.1755872,16
4.0567889,12
6.0702491,12
5.6648951,12
6.1755872,12
9.5469913,9
5.729413,12
5.9524941,12
6.0702491,11
6.1671538,12
6.1264071,16
5.5264478,12
5.9524941,12
6.4561958,12
5.790019,15
5.8471608,6
6.334208,17
5.7449379,10
5.0697498,14
6.0899811,12
6.024797,12
5.1542921,19
5.790019,12
5.6648951,9
5.6648951,9
6.047781,10
5.8471608,12
5.216711,12
7.0509391,11
5.729413,10
6.2784848,14
6.2889538,20
6.3257022,12
5.3548608,10
6.4139318,20
6.0702491,10
7.2740002,16
